C0F930_大甲,24.3477,120.6404,臺中市
C0F970_大坑,24.1731,120.7223,臺中市
C0F9A0_中竹林,24.1036,120.7511,臺中市
C0F9I0_神岡,24.2725,120.6583,臺中市
C0F9K0_大安,24.3451,120.588,臺中市
C0F9L0_后里,24.3104,120.7297,臺中市
C0F9M0_豐原,24.2543,120.7207,臺中市
C0F9N0_大里,24.0925,120.7014,臺中市
C0F9O0_潭子,24.2131,120.7039,臺中市
C0F9P0_清水,24.3123,120.5622,臺中市
C0F9Q0_外埔,24.3478,120.7057,臺中市
C0F9R0_龍井,24.1845,120.529,臺中市
C0F9S0_烏日,24.1071,120.6241,臺中市
C0F9T0_西屯,24.1795,120.6413,臺中市
C0F9U0_南屯,24.137,120.638,臺中市
C0F9V0_新社,24.2002,120.8158,臺中市
C0F9X0_大雅(中科園區),24.2153,120.6245,臺中市
C0F9Y0_桃山,24.4327,121.3038,臺中市
C0F9Z0_雪山東峰,24.3888,121.2687,臺中市
C1F871_上谷關,24.2035,121.0186,臺中市
C1F891_稍來,24.2635,121.0056,臺中市
C1F911_新伯公,24.2214,120.8411,臺中市
C1F941_雪嶺,24.2806,121.0266,臺中市
466920_臺北,25.0377,121.5149,臺北市
466930_竹子湖,25.1621,121.5445,臺北市
C0A980_社子,25.1095,121.4697,臺北市
C0A9A0_大直,25.078,121.5429,臺北市
C0A9B0_石牌,25.1163,121.5138,臺北市
C0A9C0_天母,25.1175,121.5372,臺北市
C0A9E0_士林,25.0903,121.503,臺北市
C0A9F0_內湖,25.0794,121.5755,臺北市
C0AC40_大屯山,25.1757,121.5224,臺北市
C0AC70_信義,25.0378,121.5646,臺北市
C0AC80_文山,25.0024,121.5757,臺北市
C0AH40_平等,25.1291,121.5771,臺北市
C0AH70_松山,25.0487,121.5504,臺北市
C1A730_公館,25.0144,121.5395,臺北市
C1AC50_關渡,25.1335,121.4693,臺北市
467420_永康,23.0384,120.2367,臺南市
C0O810_曾文,23.2197,120.4973,臺南市
C0O830_北寮,23.0796,120.495,臺南市
C0O840_王爺宮,23.2221,120.4009,臺南市
C0O860_大內,23.1189,120.3608,臺南市
C0O900_善化,23.1129,120.2972,臺南市
C0O930_玉井,23.126,120.4606,臺南市
C0O950_安南,23.0767,120.1449,臺南市
C0O960_崎頂,22.9595,120.3693,臺南市
C0O970_虎頭埤,23.0214,120.3479,臺南市
C0O980_新市,23.0616,120.2982,臺南市
C0O990_媽廟,22.9918,120.2935,臺南市
C0X050_東河,23.2966,120.3856,臺南市
C0X060_下營,23.227,120.2563,臺南市
C0X080_佳里,23.173,120.1451,臺南市
C0X100_臺南市北區,23.0104,120.1942,臺南市
C0X110_臺南市南區,22.9612,120.1884,臺南市
C0X120_麻豆,23.1833,120.2486,臺南市
C0X130_官田,23.1932,120.3154,臺南市
C0X140_西港,23.1256,120.2031,臺南市
C0X150_安定,23.1026,120.2278,臺南市
C0X160_仁德,22.9683,120.2577,臺南市
C0X170_關廟,22.963,120.3278,臺南市
C0X180_山上,23.0757,120.3633,臺南市
C0X190_安平,22.9932,120.1522,臺南市
C0X200_左鎮,23.0568,120.4085,臺南市
C0X210_白河,23.3475,120.4144,臺南市
C0X220_學甲,23.2304,120.1822,臺南市
C0X230_鹽水,23.2726,120.2476,臺南市
C0X240_關子嶺,23.3312,120.508,臺南市
C0X250_新營,23.3107,120.3167,臺南市
C0X260_後壁,23.3664,120.3623,臺南市
C0X270_柳營,23.2572,120.3736,臺南市
C0X280_將軍,23.215,120.1358,臺南市
C0X290_北門,23.2678,120.1255,臺南市
C0X300_鹿寮,23.386,120.4773,臺南市
C0X310_七股,23.1473,120.0863,臺南市
C1N001_沙崙,22.9355,120.3094,臺南市
C1O850_環湖,23.1486,120.4186,臺南市
C1O870_大棟山,23.3116,120.5223,臺南市
C1O880_關山,23.1734,120.5941,臺南市
C1O921_楠西,23.1835,120.4841,臺南市
C1X040_東原,23.2916,120.4638,臺南市
467610_成功,23.0975,121.3734,臺東縣
467620_蘭嶼,22.037,121.5583,臺東縣
467660_臺東,22.7522,121.1546,臺東縣
C0S680_紅葉山,22.9198,121.0392,臺東縣
C0S690_太麻里,22.609,120.9853,臺東縣
C0S700_知本,22.6849,121.0056,臺東縣
C0S710_鹿野,22.9177,121.123,臺東縣
C0S730_綠島,22.6672,121.4753,臺東縣
C0S740_池上,23.1196,121.2095,臺東縣
C0S750_向陽,23.2484,120.9861,臺東縣
C0S760_紅石,23.0691,121.1262,臺東縣
C0S770_大溪山,22.4785,120.9433,臺東縣
C0S790_金崙,22.5381,120.9669,臺東縣
C0S810_東河,22.9727,121.304,臺東縣
C0S830_長濱,23.2868,121.412,臺東縣
C0S840_南田,22.2797,120.8892,臺東縣
C0S890_關山,23.0395,121.175,臺東縣
C1S620_土阪,22.4531,120.8876,臺東縣
C1S630_都蘭,22.8784,121.228,臺東縣
C1S660_下馬,23.1502,121.07,臺東縣
C1S670_摩天,23.1995,121.027,臺東縣
C1S800_華源,22.6579,121.0233,臺東縣
C1S820_金峰,22.591,120.9332,臺東縣
C1S860_利嘉,22.8094,121.0505,臺東縣
C1S870_南美山,23.1503,121.3823,臺東縣
C1S880_壽卡,22.2389,120.8589,臺東縣
C0M730_嘉義市東區,23.4577,120.4605,嘉義市
C0M410_馬頭山,23.3244,120.582,嘉義縣
C0M520_東後寮,23.3699,120.2481,嘉義縣
C0M530_奮起湖,23.4939,120.6993,嘉義縣
C0M640_中埔,23.4254,120.5229,嘉義縣
C0M650_朴子,23.4346,120.239,嘉義縣
C0M660_溪口,23.6041,120.4036,嘉義縣
C0M670_大林,23.6006,120.4584,嘉義縣
C0M680_太保,23.4551,120.3315,嘉義縣
C0M690_水上,23.4197,120.3889,嘉義縣
C0M700_竹崎,23.5262,120.5555,嘉義縣
C0M710_東石,23.4589,120.1539,嘉義縣
C0M720_番路,23.4647,120.5542,嘉義縣
C0M740_六腳,23.4929,120.2906,嘉義縣
C0M750_布袋,23.3809,120.1678,嘉義縣
C0M760_民雄,23.5518,120.4285,嘉義縣
C0M770_嘉義梅山,23.5854,120.5556,嘉義縣
C0M780_鹿草,23.4113,120.3084,嘉義縣
C0M790_新港,23.5533,120.3457,嘉義縣
C0M800_茶山,23.2991,120.6648,嘉義縣
C0M810_里佳,23.3891,120.7166,嘉義縣
C0M820_達邦,23.454,120.7495,嘉義縣
C0M830_山美,23.3838,120.6682,嘉義縣
C0M850_表湖,23.2419,120.6417,嘉義縣
C1M390_龍美,23.4067,120.6544,嘉義縣
C1M400_菜瓜坪,23.2519,120.5761,嘉義縣
C1M480_獨立山,23.537,120.6078,嘉義縣
C1M570_大湖,23.475,120.6202,嘉義縣
C1M600_頭凍,23.4064,120.6033,嘉義縣
C1M610_石磐龍,23.4966,120.6635,嘉義縣
C1M620_瑞里,23.5451,120.6752,嘉義縣
466950_彭佳嶼,25.628,122.0797,基隆市
C0B010_七堵,25.0948,121.7171,基隆市
467080_宜蘭,24.764,121.7565,宜蘭縣
C0U520_雙連埤,24.753,121.6413,宜蘭縣
C0U600_礁溪,24.8175,121.7655,宜蘭縣
C0U650_玉蘭,24.6753,121.5871,宜蘭縣
C0U710_太平山,24.5055,121.5257,宜蘭縣
C0U720_南山,24.4374,121.3817,宜蘭縣
C0U750_龜山島,24.8417,121.9531,宜蘭縣
C0U760_東澳,24.522,121.8332,宜蘭縣
C0U770_南澳,24.4494,121.8102,宜蘭縣
C0U780_五結,24.6864,121.7979,宜蘭縣
C0U860_頭城,24.8532,121.8308,宜蘭縣
C0U870_大礁溪,24.791,121.6751,宜蘭縣
C0U890_三星,24.6681,121.653,宜蘭縣
C0U900_內城,24.7181,121.6877,宜蘭縣
C0U910_冬山,24.6337,121.7937,宜蘭縣
C0U940_羅東,24.6818,121.7493,宜蘭縣
C0U950_鶯子嶺,24.8975,121.7924,宜蘭縣
C0U960_翠峰湖,24.5109,121.608,宜蘭縣
C0U970_大福,24.8006,121.8139,宜蘭縣
C0U980_坪林石牌,24.8648,121.774,宜蘭縣
C0U990_員山,24.7444,121.7225,宜蘭縣
C0UA00_土場,24.5765,121.4953,宜蘭縣
C0UA10_鴛鴦湖,24.5903,121.4122,宜蘭縣
C0UA20_多加屯,24.3686,121.3732,宜蘭縣
C0UA30_白嶺,24.5278,121.519,宜蘭縣
C0UA40_西德山,24.5606,121.7526,宜蘭縣
C0UA50_西帽山,24.5554,121.8026,宜蘭縣
C0R100_尾寮山,22.8331,120.6839,屏東縣
C0R130_阿禮,22.7429,120.7437,屏東縣
C0R140_瑪家,22.6829,120.6866,屏東縣
C0R150_三地門,22.7099,120.6399,屏東縣
C0R160_鹽埔新圍,22.7396,120.5308,屏東縣
C0R170_屏東,22.6603,120.4941,屏東縣
C0R190_赤山,22.5923,120.6143,屏東縣
C0R220_潮州,22.5344,120.54,屏東縣
C0R240_來義,22.5273,120.6251,屏東縣
C0R260_春日,22.3704,120.6283,屏東縣
C0R270_琉球嶼,22.3322,120.3622,屏東縣
C0R280_檳榔,22.0761,120.8368,屏東縣
C0R350_貓鼻頭,21.9218,120.7358,屏東縣
C0R360_墾丁,21.9456,120.8022,屏東縣
C0R370_佳樂水,21.992,120.8446,屏東縣
C0R380_枋寮,22.3694,120.5896,屏東縣
C0R400_楓港,22.1902,120.6927,屏東縣
C0R420_牡丹池山,22.1678,120.8406,屏東縣
C0R470_高樹,22.8264,120.6008,屏東縣
C0R480_長治,22.6931,120.5426,屏東縣
C0R490_九如,22.7405,120.4905,屏東縣
C0R510_萬丹,22.5878,120.4904,屏東縣
C0R520_崁頂,22.5148,120.5069,屏東縣
C0R530_林邊,22.4308,120.51,屏東縣
C0R540_佳冬,22.4195,120.5524,屏東縣
C0R550_新埤,22.4679,120.5829,屏東縣
C0R560_新園,22.5434,120.4616,屏東縣
C0R570_麟洛,22.6508,120.5272,屏東縣
C0R580_南州,22.4859,120.5027,屏東縣
C0R590_里港,22.7792,120.4946,屏東縣
C0R600_舊泰武,22.5882,120.6649,屏東縣
C0R620_墾雷,21.9008,120.8553,屏東縣
C0R640_東港,22.4625,120.4407,屏東縣
C0R650_竹田,22.5849,120.5434,屏東縣
C1R110_口社,22.7701,120.6452,屏東縣
C1R120_上德文,22.7633,120.7044,屏東縣
C1R250_力里,22.4281,120.6292,屏東縣
C1R290_石門山,22.1126,120.7566,屏東縣
C1R300_旭海,22.1946,120.8877,屏東縣
C1R320_車城,22.0744,120.7162,屏東縣
C1R330_枋山,22.2469,120.6611,屏東縣
C1R340_牡丹,22.13,120.7926,屏東縣
C1R440_大漢山,22.4053,120.7532,屏東縣
C0G640_鹿港,24.0753,120.4305,彰化縣
C0G650_員林,23.9465,120.5856,彰化縣
C0G660_溪湖,23.9484,120.4791,彰化縣
C0G720_溪州,23.8516,120.4991,彰化縣
C0G730_二林,23.9033,120.3761,彰化縣
C0G740_大城,23.8525,120.3209,彰化縣
C0G750_竹塘,23.8466,120.3825,彰化縣
C0G760_高鐵彰化,23.8752,120.5746,彰化縣
C0G770_福興,24.0413,120.4377,彰化縣
C0G780_秀水,24.0341,120.5039,彰化縣
C0G790_花壇,24.0161,120.5523,彰化縣
C0G800_埔鹽,24.0004,120.4317,彰化縣
C0G810_埔心,23.9476,120.5255,彰化縣
C0G820_田尾,23.9017,120.5094,彰化縣
C0G830_埤頭,23.866,120.4528,彰化縣
C0G840_北斗,23.8776,120.5142,彰化縣
C0G850_田中,23.8568,120.5883,彰化縣
C0G860_社頭,23.8976,120.5862,彰化縣
C0G870_芳苑,23.9223,120.32,彰化縣
C0G880_二水,23.8107,120.6173,彰化縣
C0G890_伸港,24.1489,120.4844,彰化縣
C1G691_下水埔,23.8161,120.5676,彰化縣
466900_淡水,25.1649,121.4489,新北市
C0A520_山佳,24.9749,121.402,新北市
C0A530_坪林,24.9382,121.7094,新北市
C0A540_四堵,24.8928,121.7459,新北市
C0A550_泰平,24.9712,121.8237,新北市
C0A560_福山,24.7762,121.5028,新北市
C0A570_桶後,24.8482,121.598,新北市
C0A580_屈尺,24.9224,121.5463,新北市
C0A640_石碇,24.9939,121.6629,新北市
C0A650_火燒寮,25.0027,121.7429,新北市
C0A660_瑞芳,25.1132,121.8011,新北市
C0A860_大坪,25.1659,121.633,新北市
C0A870_五指山,25.1322,121.6087,新北市
C0A880_福隆,25.0178,121.9421,新北市
C0A890_雙溪,25.036,121.8642,新北市
C0A920_富貴角,25.2638,121.5653,新北市
C0A931_三和,25.2332,121.5952,新北市
C0A940_金山,25.2236,121.644,新北市
C0A950_鼻頭角,25.129,121.9234,新北市
C0A970_三貂角,25.0076,122.0021,新北市
C0AC60_三峽,24.939,121.3697,新北市
C0ACA0_新莊,25.0515,121.4468,新北市
C0AD00_三芝,25.2581,121.5019,新北市
C0AD10_八里,25.1502,121.4039,新北市
C0AD30_蘆洲,25.0866,121.4723,新北市
C0AD40_土城,24.9732,121.4452,新北市
C0AD50_鶯歌,24.9515,121.3463,新北市
C0AG90_中和,24.9926,121.4904,新北市
C0AH00_汐止,25.0669,121.6588,新北市
C0AH10_永和,25.0113,121.5081,新北市
C0AH30_五分山,25.0713,121.7808,新北市
C0AH50_林口,25.0722,121.3808,新北市
C0AH80_深坑,25.0027,121.6283,新北市
C0AH90_福山植物園,24.7607,121.5814,新北市
C0AI00_五股,25.0745,121.4273,新北市
C1A630_下盆,24.771,121.5386,新北市
C1A9N0_四十份,24.9342,121.5933,新北市
C0D660_新竹市東區,24.7987,120.9869,新竹市
C0D360_梅花,24.6783,121.2086,新竹縣
C0D390_關西,24.7982,121.1739,新竹縣
C0D430_峨眉,24.6905,121.0172,新竹縣
C0D480_打鐵坑,24.8497,121.1508,新竹縣
C0D540_橫山,24.7112,121.1169,新竹縣
C0D550_雪霸,24.527,121.1161,新竹縣
C0D560_竹東,24.7671,121.0579,新竹縣
C0D580_寶山,24.735,121.0252,新竹縣
C0D590_新豐,24.8707,120.9772,新竹縣
C0D650_湖口,24.9048,121.0436,新竹縣
C1D380_新埔,24.8475,121.0383,新竹縣
C1D400_鳥嘴山,24.7191,121.2839,新竹縣
C1D410_白蘭,24.5794,121.0799,新竹縣
C1D420_太閣南,24.6328,121.1606,新竹縣
C1D630_飛鳳山,24.7665,121.1192,新竹縣
C1D640_外坪(五指山),24.6444,121.091,新竹縣
C0C460_復興,24.8202,121.3523,桃園市
C0C480_桃園,24.9924,121.3232,桃園市
C0C490_八德,24.9287,121.2833,桃園市
C0C540_大園,25.0478,121.226,桃園市
C0C590_觀音,25.0271,121.1533,桃園市
C0C620_蘆竹,25.0843,121.2658,桃園市
C0C630_大溪,24.8829,121.2655,桃園市
C0C650_平鎮,24.8975,121.2146,桃園市
C0C660_楊梅,24.9124,121.143,桃園市
C0C670_龍潭,24.8701,121.2214,桃園市
C0C680_龜山,25.0285,121.3866,桃園市
C0C700_中壢,24.9777,121.2564,桃園市
C1C510_水尾,24.9401,121.0872,桃園市
467350_澎湖,23.5655,119.5631,澎湖縣
C0W120_西嶼,23.5626,119.4684,澎湖縣
C0W130_花嶼,23.4001,119.3228,澎湖縣
C0T790_大禹嶺,24.1861,121.3161,花蓮縣
C0T820_天祥,24.1796,121.4956,花蓮縣
C0T870_鯉魚潭,23.9356,121.5089,花蓮縣
C0T900_西林,23.8119,121.4415,花蓮縣
C0T960_光復,23.6607,121.425,花蓮縣
C0T9A0_月眉山,23.8099,121.5398,花蓮縣
C0T9B0_水源,23.9919,121.5372,花蓮縣
C0T9D0_和中,24.2668,121.741,花蓮縣
C0T9E0_大坑,23.8806,121.582,花蓮縣
C0T9F0_水璉,23.7971,121.5425,花蓮縣
C0T9G0_鳳林山,23.7353,121.4201,花蓮縣
C0T9H0_加路蘭山,23.6829,121.5274,花蓮縣
C0T9I0_豐濱,23.5839,121.5148,花蓮縣
C0T9M0_靜浦,23.4552,121.495,花蓮縣
C0Z020_明里,23.2087,121.2623,花蓮縣
C0Z050_佳心,23.3457,121.2132,花蓮縣
C0Z061_玉里,23.3215,121.3397,花蓮縣
C0Z070_舞鶴,23.4681,121.3741,花蓮縣
C0Z080_富源,23.5876,121.3782,花蓮縣
C0Z100_東華,23.8953,121.5498,花蓮縣
C0Z150_吉安光華,23.9309,121.5952,花蓮縣
C0Z160_鳳林,23.7461,121.4534,花蓮縣
C0Z170_卓溪,23.3443,121.3033,花蓮縣
C0Z180_新城,24.0395,121.6045,花蓮縣
C0Z190_富世,24.1474,121.6297,花蓮縣
C0Z200_萬榮,23.7092,121.4201,花蓮縣
C0Z210_瑞穗,23.5239,121.3902,花蓮縣
C0Z220_和平林道,24.3439,121.6563,花蓮縣
C0Z230_和平,24.3072,121.7701,花蓮縣
C0Z250_瑞穗林道,23.4928,121.3069,花蓮縣
C0Z270_蕃薯寮,23.7384,121.5401,花蓮縣
C0Z280_德武,23.4743,121.4107,花蓮縣
C0Z290_赤柯山,23.3689,121.3829,花蓮縣
C0Z300_東里,23.2685,121.3055,花蓮縣
C0Z310_清水斷崖,24.2183,121.6891,花蓮縣
C0Z320_清水林道,23.2713,121.1883,花蓮縣
C0Z330_安通山,23.2907,121.3485,花蓮縣
C1S850_豐南,23.1221,121.2624,花蓮縣
C1T800_洛韶,24.2046,121.454,花蓮縣
C1T810_慈恩,24.192,121.3884,花蓮縣
C1T830_布洛灣,24.1718,121.5713,花蓮縣
C1T920_中興,23.7695,121.4987,花蓮縣
C1T940_大觀,23.7142,121.3731,花蓮縣
C1T950_太安,23.6667,121.3701,花蓮縣
C1T970_大農,23.6152,121.4133,花蓮縣
C1T980_龍澗,24.0233,121.4113,花蓮縣
C1T990_高寮,23.3942,121.3568,花蓮縣
C1TA00_太魯閣,24.1577,121.6236,花蓮縣
C1Z030_紅葉,23.4931,121.3388,花蓮縣
C1Z040_立山,23.4434,121.3274,花蓮縣
C1Z110_三棧,24.1156,121.605,花蓮縣
C1Z120_壽豐,23.8709,121.5081,花蓮縣
C1Z130_銅門,23.9657,121.4928,花蓮縣
C1Z140_荖溪,23.8906,121.4596,花蓮縣
C1Z240_中平林道,23.4212,121.2676,花蓮縣
C0E430_南庄,24.6018,121.0002,苗栗縣
C0E520_大湖,24.4149,120.8709,苗栗縣
C0E530_三義,24.4109,120.766,苗栗縣
C0E540_後龍,24.6065,120.7839,苗栗縣
C0E550_明德,24.5835,120.8854,苗栗縣
C0E590_通霄,24.4719,120.7046,苗栗縣
C0E610_馬都安,24.4513,120.9302,苗栗縣
C0E730_頭份,24.6882,120.9122,苗栗縣
C0E740_造橋,24.6371,120.8648,苗栗縣
C0E750_苗栗,24.5646,120.8246,苗栗縣
C0E780_銅鑼,24.4897,120.7909,苗栗縣
C0E790_卓蘭,24.3128,120.8248,苗栗縣
C0E810_西湖,24.5629,120.7485,苗栗縣
C0E820_獅潭,24.5391,120.92,苗栗縣
C0E830_苑裡,24.4397,120.6531,苗栗縣
C0E850_大河,24.6181,120.9486,苗栗縣
C0E860_觀霧2,24.506,121.1132,苗栗縣
C0E870_高鐵苗栗,24.6073,120.8261,苗栗縣
C1E451_象鼻,24.3686,120.9402,苗栗縣
C1E461_松安,24.398,120.986,苗栗縣
C1E480_鳳美,24.5548,121.0347,苗栗縣
C1E511_新開,24.3477,120.827,苗栗縣
C1E601_南勢,24.5725,120.7348,苗栗縣
C1E670_南礦,24.5383,121.0028,苗栗縣
C1E681_南勢山,24.4217,120.9238,苗栗縣
C1E691_南湖,24.4014,120.8375,苗栗縣
C1E701_八卦,24.4918,120.9276,苗栗縣
C1E711_馬拉邦山,24.3673,120.9017,苗栗縣
C1E721_泰安,24.489,120.968,苗栗縣
C1E770_公館,24.5269,120.8308,苗栗縣
C0W110_東莒,25.9652,119.9807,連江縣
C0W170_東引,26.3588,120.4836,連江縣
C0W140_金沙,24.4883,118.4088,金門縣
C0W150_金寧,24.4577,118.329,金門縣
C0W160_烏坵,24.9944,119.4496,金門縣
C0K250_崙背,23.7556,120.3189,雲林縣
C0K280_四湖,23.6304,120.2271,雲林縣
C0K291_宜梧,23.5363,120.1693,雲林縣
C0K330_虎尾,23.7192,120.442,雲林縣
C0K390_土庫,23.679,120.3956,雲林縣
C0K400_斗六,23.7206,120.5411,雲林縣
C0K410_北港,23.574,120.2928,雲林縣
C0K420_西螺,23.8004,120.4674,雲林縣
C0K430_褒忠,23.6909,120.3036,雲林縣
C0K440_二崙,23.7728,120.4089,雲林縣
C0K450_大埤,23.6461,120.4315,雲林縣
C0K460_斗南,23.6787,120.4784,雲林縣
C0K470_林內,23.7487,120.6096,雲林縣
C0K480_莿桐,23.7612,120.5024,雲林縣
C0K490_古坑,23.6543,120.5598,雲林縣
C0K500_元長,23.6498,120.315,雲林縣
C0K510_水林,23.5729,120.246,雲林縣
C0K520_雲林東勢,23.6744,120.1548,雲林縣
C0K530_臺西,23.7015,120.1976,雲林縣
C0K550_蔦松,23.5143,120.2297,雲林縣
C0K560_棋山,23.6865,120.6034,雲林縣
C0K580_高鐵雲林,23.7375,120.4179,雲林縣
C1K540_口湖,23.5853,120.1805,雲林縣
467440_高雄,22.566,120.3157,高雄市
C0V210_復興,23.2224,120.8061,高雄市
C0V250_甲仙,23.0801,120.5918,高雄市
C0V260_月眉,22.971,120.5399,高雄市
C0V310_美濃,22.8987,120.5192,高雄市
C0V350_溪埔,22.7386,120.4468,高雄市
C0V360_內門,22.9755,120.4668,高雄市
C0V370_古亭坑,22.8932,120.4019,高雄市
C0V400_阿公店,22.8042,120.3555,高雄市
C0V440_鳳山,22.6467,120.3561,高雄市
C0V450_鳳森,22.5451,120.3926,高雄市
C0V490_新興,22.6274,120.2988,高雄市
C0V500_旗津,22.5886,120.2859,高雄市
C0V530_阿蓮,22.8832,120.3275,高雄市
C0V610_梓官,22.7606,120.2672,高雄市
C0V620_永安,22.8232,120.2369,高雄市
C0V630_茄萣,22.9066,120.1826,高雄市
C0V640_湖內,22.8871,120.2445,高雄市
C0V650_彌陀,22.7838,120.2464,高雄市
C0V660_岡山,22.7971,120.295,高雄市
C0V670_楠梓,22.7198,120.286,高雄市
C0V680_仁武,22.7011,120.3477,高雄市
C0V690_鼓山,22.6233,120.2756,高雄市
C0V700_三民,22.645,120.3112,高雄市
C0V710_苓雅,22.6227,120.3307,高雄市
C0V720_林園,22.5077,120.3945,高雄市
C0V730_大寮,22.6056,120.3957,高雄市
C0V740_旗山,22.8886,120.4836,高雄市
C0V750_路竹,22.855,120.2594,高雄市
C0V760_橋頭,22.7578,120.3058,高雄市
C0V770_大社,22.7303,120.3466,高雄市
C0V790_萬山,22.9059,120.6881,高雄市
C0V800_六龜,22.9979,120.6336,高雄市
C0V810_左營,22.6749,120.2849,高雄市
C1V160_達卡努瓦,23.2798,120.7053,高雄市
C1V170_排雲,23.4636,120.9541,高雄市
C1V190_南天池,23.274,120.9118,高雄市
C1V200_梅山,23.2684,120.8236,高雄市
C1V220_小關山,23.1542,120.8136,高雄市
C1V231_高中,23.1349,120.7167,高雄市
C1V300_御油山,23.002,120.7154,高雄市
C1V340_大津,22.8883,120.646,高雄市
C1V390_尖山,22.8132,120.3678,高雄市
C1V570_吉東,22.8542,120.5454,高雄市
C1V580_溪南(特生中心),23.085,120.7885,高雄市
C1V590_新發,23.057,120.6461,高雄市
C1V600_藤枝,23.072,120.757,高雄市
C1V780_多納林道,22.888,120.7379,高雄市
